"Thrust Speed Average, mm/min",USCSID,lv,Nvalue,"Total thrust force, MN",[99] Average shield jack stroke,"No.1 Screw revolution, min-1","Cutter Torque, MN-m","No.1 Screw Torque, MN-m",[58] Cutter Speed,[66] No.1 Gate stroke,"Soil Pressure, kPa",[628] Thrust Num Selected
8,4,26.07,39.5,25.886,1522,1,5.898,0.904,0.9,100,273.5,18
8,3,28.88,6,28.459,1638,1,3.976,0.962,0.9,75,268,25
8,3,28.88,6,27.69,798,1,4.146,0.986,0.9,71,271,25
8,3,28.88,6,27.011,1698,1,3.836,0.94,0.9,75,257.5,25
8,3,28.88,6,28.206,998,1,4.668,0.937,0.9,71,267,25
8,3,28.88,6,28.575,938,1,4.636,0.96,0.9,71,264.5,25
8,3,28.88,6,28.007,1658,1,4.181,0.918,0.9,75,259,25
8,3,28.82,6,24.488,1532,1,3.188,0.901,0.9,73,257.5,25
8,3,28.88,6,27.465,858,1,4.247,0.953,0.9,71,270.5,25
8,3,28.88,6,27.567,738,1.1,4.205,0.939,0.9,71,258,25
8,3,28.88,6,28.482,838,1.1,4.246,0.898,0.9,71,259.5,25
8,3,28.82,6,25.28,892,1.1,3.988,0.857,0.9,73,256.5,25
8,3,28.88,6,28.309,918,1.1,4.407,0.942,0.9,71,266,25
8,4,26.06,39.5,29.978,769,1.1,5.249,1.039,0.9,100,238,17
8,3,28.88,6,28.181,978,1.1,4.664,0.92,0.9,71,261,25
8,3,28.88,6,25.823,1498,1.1,4.049,0.937,0.9,75,240,25
8,3,28.88,6,27.759,1778,1.1,3.947,0.945,0.9,75,265,25
8,3,28.88,6,26.817,1738,1.2,3.762,0.919,0.9,75,253,25
8,3,28.82,6,26.525,1232,1.2,3.861,0.889,0.9,73,261.5,25
8,3,28.88,6,28.802,958,1.2,4.652,0.951,0.9,71,269,25
8,3,28.82,6,25.587,972,1.2,4.375,0.823,0.9,73,259.5,25
8,3,28.88,6,27.064,1718,1.2,3.84,0.922,0.9,75,250.5,25
8,3,28.88,6,27.975,818,1.2,4.144,0.951,0.9,71,265.5,25
8,3,28.88,6,27.561,878,1.2,4.203,0.941,0.9,71,260.5,25
8,3,28.88,6,28.293,1998,1.2,3.986,0.864,0.9,73,251.5,25
8,3,28.82,6,23.701,1352,1.2,3.501,0.863,0.9,73,256.5,25
8,3,28.82,6,25.115,1152,1.2,3.954,0.883,0.9,73,258,25
8,4,26.06,39.5,29.945,888,1.2,5.701,1.09,0.9,100,239,17
8,3,28.82,6,25.916,1172,1.2,3.821,0.879,0.9,73,253.5,25
8,3,28.82,6,26.18,1292,1.2,3.795,0.906,0.9,73,253,25
8,3,28.82,6,26.547,992,1.3,4.355,0.813,0.9,73,255.5,25
8,3,28.82,6,25.792,1132,1.3,4.054,0.892,0.9,73,258,25
8,4,26.06,39.5,28.24,863,1.3,5.281,0.893,0.9,100,248,16
8,3,28.82,6,26.095,1052,1.3,4.192,0.838,0.9,73,257,25
8,5,21.39,3,17.083,1260,1.3,6.505,0.579,0.5,34,124.5,17
8,4,26.06,39.5,30.015,848,1.3,5.462,1.052,0.9,100,241,17
8,5,21.39,3,20.347,800,1.4,6.426,0.796,0.5,22,191.5,17
8,4,26.07,39.5,29.196,2042,1.4,6.641,0.969,0.9,100,267,17
8,4,26.06,39.5,27.874,882,1.5,5.155,0.85,0.9,100,244.5,16
8,4,26.06,39.5,28.258,823,1.5,5.481,0.966,0.9,100,244.5,16
8,4,26.06,39.5,30.03,709,1.5,5.224,1.064,0.9,100,241,17
8,4,26.07,39.5,28.561,1722,1.5,7.346,0.913,0.9,100,281.5,18
8,5,21.39,3,15.26,2182,1.6,5.55,0.614,0.5,0,108.5,16
8,4,26.06,39.5,30.016,748,1.6,5.16,1.059,0.9,100,239.5,17
8,4,26.06,39.5,29.915,1146,1.6,5.699,0.943,0.9,100,244,17
8,5,21.39,3,16.204,1520,1.6,6.142,0.68,0.5,24,123.5,16
8,4,26.06,39.5,29.771,1226,1.6,6.163,1.007,0.9,100,236.5,17
8,4,26.06,39.5,30.004,868,1.6,5.567,1.084,0.9,100,241,17
8,4,26.07,39.5,27.259,1643,1.6,6.503,0.94,0.9,100,267.5,18
8,4,26.06,39.5,30.006,729,1.6,5.241,1.066,0.9,100,240.5,17
8,4,26.07,39.5,27.09,1583,1.6,6.196,0.919,0.9,100,275,18
8,4,26.07,39.5,29.669,2103,1.7,6.674,0.926,0.9,100,274,17
8,4,26.06,39.5,28.278,783,1.7,5.53,0.864,0.9,100,253.5,16
8,4,26.07,39.5,28.711,1942,1.7,6.783,0.914,0.9,100,268,17
8,4,26.06,39.5,29.746,1245,1.7,5.711,0.985,0.9,100,246.5,17
8,5,21.39,3,19.844,1000,1.8,6.805,0.631,0.5,35,177,17
8,4,26.06,39.5,22.57,1106,1.8,7.537,0.653,0.9,100,213,17
8,5,21.39,3,19.17,1120,1.8,6.736,0.606,0.5,33,167,17
8,4,26.07,39.5,28.714,1982,1.8,6.221,0.908,0.9,100,268,17
8,5,21.39,3,16.957,1400,1.8,6.487,0.667,0.5,26,130,16
8,4,26.07,39.5,27.188,1563,1.8,5.873,0.929,0.9,100,275,18
8,4,26.07,39.5,29.401,2082,1.8,6.854,0.949,0.9,100,270.5,17
8,4,26.07,39.5,29.073,2002,1.8,6.209,0.932,0.9,100,275.5,17
8,4,26.07,39.5,29.677,724,1.8,8.214,1.113,0.9,100,260.5,20
8,4,26.06,39.5,30.064,689,1.8,5.173,1.07,0.9,100,242,17
8,4,26.07,39.5,28.835,1922,1.8,7.551,0.932,0.9,100,271.5,17
8,4,26.07,39.5,29.33,1762,1.9,8.045,0.9,0.9,100,274,18
8,5,21.39,3,16.553,1760,1.9,6.199,0.621,0.5,25,112,16
8,4,26.07,39.5,29.124,2022,1.9,6.282,0.938,0.9,100,275.5,17
8,4,26.07,39.5,30.067,1902,2,7.593,0.948,0.9,100,278.5,18
8,3,28.78,6,34.463,1624,3.1,6.308,1.269,0.9,8,251.5,22
8,3,28.78,6,33.487,1644,3.9,6.94,1.235,0.9,5,248,22
9,3,28.88,6,28.476,718,0.9,4.224,0.935,0.9,71,261,25
9,3,28.82,6,26.26,752,0.9,4.2,0.862,0.9,73,255.5,25
9,4,26.06,39.5,28.284,763,0.9,5.635,0.829,0.9,100,238.5,16
9,3,28.82,6,26.912,692,0.9,4.159,0.87,0.9,73,258.5,25
9,3,28.88,6,27.664,1758,0.9,3.897,0.945,0.9,75,260,25
9,3,28.88,6,26.912,778,0.9,4.316,0.934,0.9,71,260.5,25
9,3,28.82,6,26.74,932,1,4.756,0.834,0.9,73,257,25
9,3,28.82,6,27.137,672,1,4.174,0.859,0.9,73,260.5,25
9,3,28.82,6,26.724,712,1,4.201,0.869,0.9,73,258.5,25
9,3,28.88,6,27.986,2018,1.1,4.05,0.878,0.9,73,254.5,25
9,3,28.88,6,27.169,1858,1.1,4.128,0.936,0.9,75,252.5,25
9,3,28.88,6,27.772,1978,1.1,4.057,0.892,0.9,75,242,25
9,4,26.07,39.5,28.448,963,1.1,6.541,1.006,0.9,100,265.5,19
9,3,28.82,6,24.484,1412,1.1,3.588,0.887,0.9,73,252,25
9,3,28.88,6,28.498,2098,1.2,4.117,0.829,0.9,73,255,25
9,3,28.88,6,28.123,2058,1.2,4.12,0.842,0.9,73,249,25
9,4,26.06,39.5,29.864,1007,1.2,5.846,1.006,0.9,100,241,17
9,3,28.88,6,28.291,2038,1.2,4.041,0.847,0.9,73,249,25
9,3,28.88,6,28.954,658,1.2,4.267,0.952,0.9,71,252.5,25
9,3,28.82,6,25.484,1092,1.2,4.183,0.877,0.9,73,252.5,25
9,3,28.82,6,26.644,592,1.2,3.631,0.818,0.9,73,255.5,25
9,3,28.88,6,27.924,1818,1.2,4.001,0.925,0.9,75,262,25
9,4,26.06,39.5,29.839,947,1.2,5.811,1.035,0.9,100,229,17
9,4,26.06,39.5,26.001,1826,1.2,5.499,0.786,0.9,100,231.5,17
9,3,28.82,6,26.303,812,1.2,4.171,0.868,0.9,73,260,25
9,3,28.82,6,25.235,1492,1.2,3.396,0.883,0.9,73,251,25
9,3,28.82,6,24.551,1372,1.2,3.605,0.869,0.9,73,253,25
9,3,28.82,6,25.83,832,1.2,4.178,0.856,0.9,73,252,25
9,4,26.06,39.5,29.835,967,1.2,5.577,1.061,0.9,100,241,17
9,4,26.06,39.5,30.007,808,1.3,5.364,1.033,0.9,100,238.5,17
9,3,28.82,6,25.09,1472,1.3,3.433,0.886,0.9,73,253,25
9,3,28.88,6,27.888,1838,1.3,4.047,0.945,0.9,75,256,25
9,3,28.88,6,28.299,2078,1.3,4.121,0.844,0.9,73,247.5,25
9,3,28.82,6,26.589,1012,1.3,4.326,0.827,0.9,73,259,25
9,3,28.82,6,25.039,1452,1.3,3.516,0.916,0.9,73,253,25
9,3,28.82,6,26.157,1212,1.3,3.874,0.838,0.9,73,254.5,25
9,3,28.82,6,26.964,952,1.3,4.845,0.826,0.9,73,258,25
9,3,28.82,6,24.633,1392,1.3,3.61,0.886,0.9,73,255.5,25
9,3,28.82,6,25.792,1312,1.3,3.774,0.864,0.9,73,252,25
9,3,28.82,6,26.208,1252,1.3,3.903,0.91,0.9,73,256.5,25
9,3,28.82,6,25.314,1512,1.3,3.364,0.885,0.9,73,253.5,25
9,3,28.82,6,25.235,1552,1.3,3.268,0.893,0.9,73,250.5,25
9,3,28.88,6,27.861,2118,1.4,4.153,0.835,0.9,73,252.5,25
9,3,28.88,6,28.038,2138,1.4,4.193,0.823,0.9,73,248.5,25
9,3,28.82,6,26.202,1032,1.4,4.275,0.831,0.9,73,251,25
9,3,28.82,6,24.756,1432,1.4,3.537,0.896,0.9,73,251.5,25
9,4,26.07,39.5,28.414,1023,1.4,6.705,1.041,0.9,100,269,19
9,3,28.82,6,26.314,1272,1.4,3.817,0.924,0.9,73,259,25
9,5,21.39,3,17.204,1500,1.4,6.268,0.647,0.5,26,112,16
9,3,28.82,6,26.285,1192,1.5,3.909,0.85,0.9,73,256,25
9,3,28.88,6,28.138,1958,1.5,4.335,0.948,0.9,75,252.5,25
9,3,28.82,6,25.193,1332,1.5,3.746,0.867,0.9,73,250.5,25
9,4,26.07,39.5,29.623,2142,1.5,6.892,0.943,0.9,100,266.5,17
9,4,26.06,39.5,25.763,1187,1.5,6.919,0.602,0.9,100,219,17
9,4,26.07,39.5,27.134,1363,1.5,6.54,0.922,0.9,100,272,18
9,4,26.07,39.5,26.917,1623,1.5,6.189,0.885,0.9,100,264.5,18
9,4,26.07,39.5,30.773,664,1.5,7.536,1.092,0.9,100,269.5,20
9,4,26.06,39.5,29.804,1107,1.6,6.252,0.971,0.9,100,247,17
9,3,28.82,6,25.364,1112,1.6,4.107,0.905,0.9,73,255,25
9,5,21.39,3,23.471,820,1.6,6.323,0.839,0.5,22,208,18
9,5,21.39,3,17.823,1740,1.6,6.201,0.642,0.5,24,108.5,16
9,4,26.06,39.5,29.065,1982,1.6,7.398,0.887,0.9,100,233,17
9,4,26.07,39.5,29.607,903,1.6,7.99,0.984,0.9,100,273.5,20
9,5,21.39,3,23.866,920,1.6,6.747,0.738,0.5,20,206.5,17
9,4,26.07,39.5,29.68,1822,1.6,7.756,0.876,0.9,100,275,18
9,3,28.82,6,25.906,1072,1.6,4.222,0.868,0.9,73,256,25
9,5,21.39,3,17.842,2060,1.6,5.912,0.656,0.5,26,121.5,16
9,5,21.39,3,17.605,1860,1.6,6.133,0.607,0.5,25,112.5,16
9,4,26.06,39.5,26.715,1367,1.6,6.247,0.739,0.9,100,239,17
9,4,26.07,39.5,29.131,1263,1.7,7.376,1.038,0.9,100,270.5,19
9,4,26.06,39.5,29.826,1027,1.7,5.97,1.015,0.9,100,234,17
9,4,26.07,39.5,29.398,804,1.7,7.624,1.063,0.9,100,264,20
9,4,26.07,39.5,29.605,763,1.7,6.706,1.088,0.9,100,262,20
9,4,26.07,39.5,29.544,743,1.7,7.278,1.104,0.9,100,267.5,20
9,4,26.07,39.5,28.163,1103,1.7,6.292,0.955,0.9,100,265,19
9,5,21.39,3,16.98,1840,1.7,6.159,0.569,0.5,25,97.5,16
9,5,21.39,3,17.504,1960,1.7,6.057,0.622,0.5,25,111,16
9,4,26.06,39.5,28.288,1441,1.8,6.729,0.927,0.9,100,242.5,18
9,4,26.06,39.5,26.431,1587,1.8,6.051,0.865,0.9,100,240,17
9,4,26.07,39.5,29.585,1802,1.8,7.814,0.817,0.9,100,272.5,18
9,4,26.06,39.5,27.843,1362,1.8,6.062,0.917,0.9,100,237.5,18
9,4,26.07,39.5,26.813,1483,1.8,6.626,0.863,0.9,100,266,18
9,4,26.06,39.5,28.255,803,1.9,5.495,0.91,0.9,100,250.5,16
9,4,26.06,39.5,29.849,1166,1.9,5.774,0.942,0.9,100,247.5,17
9,4,26.06,39.5,29.728,1206,1.9,5.943,0.967,0.9,100,240.5,17
9,4,26.06,39.5,29.819,987,1.9,5.686,1.043,0.9,100,239.5,17
9,4,26.06,39.5,29.759,1306,1.9,6.623,0.936,0.9,100,240,17
9,4,26.07,39.5,28.087,2006,1.9,6.665,0.883,0.9,100,233,20
9,4,26.06,39.5,26.642,1760,1.9,6.382,0.857,0.9,100,238.5,18
9,5,21.39,3,16.869,1660,1.9,6.294,0.621,0.5,24,122.5,16
9,4,26.07,39.5,26.745,1463,1.9,6.76,0.884,0.9,100,262,18
9,4,26.07,39.5,28.184,943,1.9,7.431,1.027,0.9,100,263.5,19
9,4,26.07,39.5,29.476,824,1.9,7.541,1.121,0.9,100,274,20
9,4,26.07,39.5,30.004,1882,1.9,7.737,0.919,0.9,100,275,18
9,5,21.39,3,17.24,1820,2,6.135,0.604,0.5,25,99.5,16
9,4,26.07,39.5,26.93,1343,2,6.384,0.939,0.9,100,268.5,18
9,4,26.07,39.5,27.068,1323,2,6.55,0.944,0.9,100,267.5,18
9,4,26.07,39.5,29.98,1862,2,7.827,0.906,0.9,100,269,18
9,4,26.06,39.5,29.887,908,2,5.452,1.091,0.9,100,242.5,17
9,4,26.07,39.5,31,704,2,8.454,1.103,0.9,100,265,21
9,5,21.39,3,17.408,1720,2,6.251,0.589,0.5,24,100.5,16
9,4,26.07,39.5,26.464,1304,2,6.674,0.902,0.9,100,261.5,18
9,4,26.06,39.5,28.211,843,2,5.385,0.963,0.9,100,241.5,16
9,4,26.07,39.5,28.279,1123,2.1,6.626,0.948,0.9,100,266.5,19
9,4,26.06,39.5,28.236,1282,2.1,6.598,0.845,0.9,100,230,18
9,4,26.07,39.5,29.264,2062,2.2,6.689,0.955,0.9,100,269,17
9,4,26.06,39.5,29.334,2002,2.2,7.191,0.877,0.9,100,246.5,17
9,4,26.07,39.5,27.292,1767,2.2,6.825,0.901,0.9,100,248,19
9,4,26.06,39.5,27.278,1201,2.2,6.583,0.845,0.9,100,228.5,17
9,4,26.07,39.5,30.033,1842,2.2,7.812,0.93,0.9,100,279,18
9,4,26.06,39.5,26.759,1447,2.3,5.715,0.848,0.9,100,243.5,17
9,4,26.06,39.5,26.222,1221,2.3,5.591,0.824,0.9,100,231,17
9,4,26.06,39.5,26.625,1407,2.3,6.015,0.761,0.9,100,242,17
9,4,26.07,39.5,28.669,1283,2.3,7.588,0.964,0.9,100,269.5,19
9,4,26.06,39.5,30.007,788,2.3,5.371,1.044,0.9,100,237.5,17
9,3,28.78,6,30.381,1583,2.4,4.711,1.105,0.9,6,226.5,22
9,4,26.06,39.5,29.845,927,2.4,5.644,1.062,0.9,100,234,17
9,4,26.06,39.5,26.669,1467,2.4,5.723,0.816,0.9,100,241.5,17
9,4,26.07,39.5,29.591,2122,2.5,6.794,0.946,0.9,100,266,17
9,4,26.07,39.5,27.887,1742,2.6,9.013,0.889,0.9,100,275.5,18
9,4,26.06,39.5,29.813,1047,2.8,5.962,1.012,0.9,100,240,17
10,5,21.39,3,20.128,660,0.9,6.003,0.789,0.5,20,178.5,16
10,3,28.82,6,26.041,792,0.9,3.964,0.875,0.9,73,260,25
10,4,26.07,39.5,27.844,1142,1,5.475,0.911,0.9,100,264,19
10,3,28.88,6,28.925,638,1,4.129,0.921,0.9,71,245.5,25
10,3,28.82,6,26.423,912,1.1,4.446,0.839,0.9,73,255,25
10,3,28.88,6,27.143,618,1.1,3.511,0.938,0.9,71,246.5,25
10,3,28.82,6,26.783,732,1.2,4.164,0.854,0.9,73,258.5,25
10,3,28.82,6,27.087,632,1.3,4.209,0.874,0.9,73,258,25
10,3,28.82,6,27.533,612,1.3,4.015,0.886,0.9,73,262.5,25
10,3,28.88,6,27.851,1798,1.3,4.019,0.939,0.9,75,256.5,25
10,3,28.88,6,27.675,1878,1.3,4.151,0.953,0.9,75,256,25
10,4,26.07,39.5,28.692,1489,1.3,6.775,0.936,0.9,100,245,19
10,4,26.07,39.5,29.311,1182,1.3,7.22,0.892,0.9,100,254.5,19
10,4,26.06,39.5,29.668,1285,1.4,6.462,0.909,0.9,100,233.5,17
10,3,28.82,6,25.864,853,1.4,4.11,0.868,0.9,73,254,25
10,5,21.88,3,26.483,597,1.4,5.485,0.818,0.5,40,202.5,20
10,4,26.06,39.5,27.659,1624,1.4,7.054,0.81,0.9,100,241,17
10,3,28.82,6,26.126,872,1.4,4.094,0.875,0.9,73,256.5,25
10,4,26.06,39.5,28.276,723,1.4,5.784,0.959,0.9,100,239,16
10,3,28.82,6,27.043,652,1.5,4.165,0.87,0.9,73,255.5,25
10,5,21.39,3,17.813,1340,1.5,6.751,0.695,0.5,26,107,16
10,4,26.06,39.5,28.119,1401,1.6,6.3,0.899,0.9,100,237.5,18
10,4,26.07,39.5,27.005,2046,1.6,6.392,0.853,0.9,100,237,20
10,4,26.06,39.5,29.473,2042,1.6,7.369,0.849,0.9,100,232.5,17
10,4,26.06,39.5,29.99,828,1.6,5.471,1.031,0.9,100,233,17
10,3,28.88,6,27.176,2168,1.6,4.218,0.83,0.9,73,261.5,25
10,4,26.06,39.5,28.196,922,1.6,5.544,0.862,0.9,100,240,16
10,4,26.06,39.5,27.748,1241,1.6,6.116,0.84,0.9,100,234,17
10,4,26.06,39.5,26.781,1707,1.6,6.717,0.887,0.9,100,242,17
10,4,26.06,39.5,27.948,2085,1.6,6.595,0.934,0.9,100,238,17
10,4,26.07,39.5,27.86,1986,1.6,6.61,0.873,0.9,100,230.5,20
10,4,26.07,39.5,28.09,1947,1.6,7.102,0.872,0.9,100,239,20
10,5,21.39,3,17.449,1920,1.6,6.073,0.585,0.5,25,108.5,16
10,5,21.39,3,24.125,860,1.7,6.617,0.814,0.5,20,213,18
10,4,26.07,39.5,28.213,1847,1.7,7.266,0.91,0.9,100,236.5,20
10,4,26.06,39.5,27.952,2142,1.7,6.331,0.831,0.9,100,225.5,16
10,5,21.39,3,23.123,740,1.7,6.337,0.793,0.5,20,192,17
10,4,26.07,39.5,27.839,2181,1.7,7.036,0.8,0.9,100,241,20
10,5,21.39,3,18.289,1360,1.7,6.786,0.704,0.5,26,123,16
10,5,21.39,3,22.529,700,1.7,6.276,0.783,0.5,20,182,16
10,4,26.06,39.5,28.314,1322,1.7,6.497,0.882,0.9,100,233.5,18
10,4,26.07,39.5,29.258,1223,1.7,7.322,0.963,0.9,100,263,19
10,4,26.07,39.5,27.961,1747,1.7,7.212,0.879,0.9,100,238.5,19
10,4,26.06,39.5,27.645,1142,1.7,6.716,0.835,0.9,100,237.5,16
10,4,26.06,39.5,27.701,1580,1.7,6.194,0.836,0.9,100,229.5,18
10,4,26.06,39.5,28.194,942,1.7,5.645,0.865,0.9,100,241.5,16
10,5,21.39,3,17.375,2040,1.8,5.933,0.599,0.5,25,106.5,16
10,4,26.07,39.5,28.039,1688,1.8,7.498,0.88,0.9,100,240.5,19
10,5,21.39,3,23.872,940,1.8,6.978,0.694,0.5,20,207,17
10,5,21.39,3,17.059,2120,1.8,5.674,0.606,0.5,26,100,16
10,5,21.39,3,23.46,900,1.8,6.749,0.737,0.5,20,197,17
10,4,26.07,39.5,28.145,1083,1.8,6.439,0.989,0.9,100,265.5,19
10,4,26.06,39.5,28.476,1302,1.8,6.239,0.884,0.9,100,238,18
10,4,26.07,39.5,29.297,864,1.8,8.035,1.028,0.9,100,269,20
10,5,21.39,3,20.614,1080,1.8,6.805,0.589,0.5,33,164.5,17
10,4,26.06,39.5,27.258,1966,1.8,6.093,0.871,0.9,100,240,17
10,4,26.06,39.5,28.62,867,1.8,7.723,0.717,0.9,100,239,17
10,4,26.06,39.5,28.199,1461,1.8,6.523,0.916,0.9,100,238.5,18
10,4,26.06,39.5,28.35,2082,1.8,7.12,0.861,0.9,100,237,16
10,5,21.39,3,18.6,1380,1.8,6.79,0.661,0.5,26,130.5,16
10,5,21.39,3,17.039,2020,1.8,5.955,0.588,0.5,25,99,16
10,4,26.06,39.5,27.491,2146,1.8,7.038,0.811,0.9,100,223.5,17
10,5,21.39,3,17.976,1460,1.8,6.406,0.662,0.5,26,121.5,16
10,5,21.39,3,22.88,880,1.8,6.705,0.768,0.5,20,204.5,17
10,4,26.06,39.5,28.11,1022,1.9,6.179,0.833,0.9,100,243,16
10,5,21.39,3,23.26,980,1.9,6.944,0.669,0.5,36,197.5,17
10,5,21.39,3,23.516,960,1.9,6.952,0.692,0.5,24,201.5,17
10,5,21.39,3,20.823,1060,1.9,6.822,0.634,0.5,30,165.5,17
10,5,21.39,3,18.801,1280,1.9,6.685,0.612,0.5,34,128.5,17
10,4,26.06,39.5,28.156,1003,1.9,6.064,0.839,0.9,100,241,16
10,4,26.06,39.5,28.096,1342,1.9,6.397,0.893,0.9,100,235.5,18
10,5,21.39,3,22.908,780,1.9,6.463,0.782,0.5,20,181.5,17
10,4,26.06,39.5,25.849,1507,1.9,5.446,0.799,0.9,100,231.5,17
10,5,21.39,3,20.893,1040,1.9,6.914,0.613,0.5,35,160.5,17
10,4,26.06,39.5,27.426,1846,1.9,5.731,0.865,0.9,100,231.5,17
10,4,26.06,39.5,26.376,1567,1.9,6.079,0.82,0.9,100,235,17
10,5,21.39,3,17.067,1580,1.9,6.393,0.666,0.5,24,111,16
10,4,26.06,39.5,26.394,1327,1.9,6.162,0.731,0.9,100,233,17
10,5,21.39,3,21.104,1100,1.9,6.814,0.602,0.5,29,174.5,17
10,4,26.07,39.5,28.068,2066,1.9,6.879,0.911,0.9,100,239.5,20
10,4,26.07,39.5,26.806,1403,1.9,6.908,0.899,0.9,100,263,18
10,5,21.39,3,17.268,2160,1.9,5.609,0.615,0.5,25,109.5,16
10,5,21.39,3,18.487,1420,1.9,6.37,0.624,0.5,26,119.5,16
10,5,21.39,3,22.943,760,1.9,6.379,0.749,0.5,20,184,17
10,4,26.06,39.5,27.874,1600,1.9,6.256,0.841,0.9,100,236,18
10,5,21.39,3,16.561,1620,2,6.296,0.657,0.5,24,107,16
10,4,26.06,39.5,27.848,2065,2,6.516,0.901,0.9,100,234.5,17
10,5,21.39,3,17.471,1940,2,6.075,0.573,0.5,25,109.5,16
10,4,26.06,39.5,28.359,1421,2,6.688,0.909,0.9,100,239,18
10,5,21.39,3,16.969,1800,2,6.171,0.583,0.5,25,96.5,16
10,5,21.39,3,22.788,720,2,6.33,0.792,0.5,20,188,17
10,5,21.39,3,17.205,1560,2,6.196,0.655,0.5,24,109.5,16
10,5,21.39,3,18.224,1440,2,6.379,0.63,0.5,26,120,16
10,5,21.39,3,16.848,1600,2,6.318,0.686,0.5,24,107.5,16
10,4,26.07,39.5,26.736,1443,2,6.679,0.876,0.9,100,261,18
10,5,21.39,3,16.415,1900,2,6.046,0.499,0.5,25,85,16
10,5,21.39,3,17.388,1540,2,6.057,0.622,0.5,24,115,16
10,4,26.06,39.5,28.301,683,2,6.504,0.929,0.9,100,237,16
10,4,26.07,39.5,29.298,1782,2,7.852,0.856,0.9,100,267.5,18
10,4,26.07,39.5,29.362,884,2,8.207,0.963,0.9,100,266.5,20
10,5,21.39,3,23.551,840,2,6.566,0.788,0.5,20,203,18
10,4,26.06,39.5,25.674,1647,2,5.621,0.862,0.9,100,237.5,17
10,5,21.39,3,17.564,1320,2,6.82,0.613,0.5,34,97,16
10,4,26.07,39.5,27.904,1926,2,7.041,0.902,0.9,100,237.5,20
10,5,21.39,3,16.352,1640,2.1,6.282,0.617,0.5,24,109,16
10,4,26.06,39.5,27.246,1381,2.1,5.905,0.912,0.9,100,238,18
10,4,26.07,39.5,28.218,1063,2.1,6.558,0.93,0.9,100,263,19
10,5,21.39,3,21.216,1020,2.1,6.89,0.598,0.5,35,161.5,17
10,4,26.06,39.5,26.152,1307,2.1,6.382,0.702,0.9,100,221.5,17
10,5,21.39,3,17.865,1300,2.1,6.816,0.617,0.5,34,111.5,16
10,4,26.06,39.5,28.291,1481,2.1,6.481,0.846,0.9,100,238,18
10,5,21.39,3,17.996,1240,2.1,6.773,0.509,0.5,34,95.5,17
10,5,21.39,3,17.163,1700,2.1,6.284,0.587,0.5,24,96.5,16
10,5,21.39,3,17.044,2140,2.1,5.671,0.57,0.5,26,101,16
10,4,26.06,39.5,26.122,1266,2.2,6.556,0.697,0.9,100,219,17
10,4,26.07,39.5,29.175,784,2.2,6.838,1.079,0.9,100,263.5,20
10,4,26.06,39.5,27.971,2102,2.2,6.452,0.86,0.9,100,246,16
10,4,26.06,39.5,27.618,1962,2.2,6.616,0.893,0.9,100,237,17
10,4,26.07,39.5,26.794,1906,2.2,6.49,0.903,0.9,100,236.5,20
10,5,21.39,3,17.251,2000,2.2,5.984,0.607,0.5,25,98.5,16
10,4,26.06,39.5,28.108,907,2.2,7.286,0.619,0.9,100,246,17
10,4,26.06,39.5,26.216,1026,2.2,8.573,0.709,0.9,100,227.5,17
10,5,21.39,3,18.166,1200,2.2,6.769,0.445,0.5,46,105.5,17
10,4,26.06,39.5,28.096,1644,2.2,6.949,0.871,0.9,100,250,17
10,5,21.39,3,18.013,1980,2.2,6.008,0.597,0.5,25,110.5,16
10,4,26.06,39.5,26.465,1667,2.2,6.122,0.871,0.9,100,233.5,17
10,5,21.39,3,16.794,2100,2.2,5.678,0.606,0.5,26,92.5,16
10,4,26.07,39.5,26.727,1423,2.2,6.74,0.898,0.9,100,263,18
10,4,26.07,39.5,28.96,1003,2.2,7.093,1.053,0.9,100,268.5,19
10,4,26.06,39.5,26.165,1287,2.2,6.475,0.683,0.9,100,220,17
10,4,26.06,39.5,26.053,1247,2.2,6.676,0.652,0.9,100,217,17
10,5,21.39,3,18.055,1220,2.2,6.788,0.486,0.5,39,95.5,17
10,4,26.07,39.5,26.795,1503,2.3,6.521,0.889,0.9,100,267,18
10,4,26.06,39.5,27.093,1680,2.3,6.517,0.82,0.9,100,233.5,18
10,4,26.07,39.5,28.007,2026,2.3,6.849,0.866,0.9,100,228.5,20
10,5,21.39,3,20.233,1140,2.3,6.793,0.472,0.5,40,163,17
10,5,21.39,3,17.238,1780,2.3,6.185,0.588,0.5,25,100,16
10,4,26.07,39.5,28.439,1043,2.3,6.657,0.935,0.9,100,267,19
10,4,26.07,39.5,26.847,1383,2.3,7.041,0.855,0.9,100,264,18
10,4,26.07,39.5,28.119,1787,2.3,7.569,0.894,0.9,100,239.5,19
10,4,26.07,39.5,29.332,923,2.3,8.01,1.054,0.9,100,268,20
10,4,26.06,39.5,26.629,1387,2.4,6.109,0.767,0.9,100,238.5,17
10,4,26.06,39.5,26.223,1126,2.4,6.81,0.681,0.9,100,217,17
10,5,21.39,3,17.132,1480,2.4,6.385,0.615,0.5,26,109.5,16
10,5,21.39,3,19.124,1160,2.4,6.834,0.418,0.5,45,144.5,17
10,4,26.06,39.5,27.759,2005,2.5,6.003,0.903,0.9,100,236,17
10,4,26.07,39.5,27.883,1966,2.5,6.794,0.896,0.9,100,231.5,20
10,4,26.06,39.5,27.724,1560,2.5,6,0.852,0.9,100,232.5,18
